fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.23352997218310678,1.031056893747234,-1.3326085125539562,-0.5850429846460344,-0.24562062192846684,-0.9190949841896926,-0.20534528910191016,-0.008529881983094288,0.5138579374766389,-0.7318191256411961,-0.7923128767263367
-0.5799995564984504,2.9334781752892223,-0.9259793237876425,-0.8528892563370019,1.8817446582049049,-0.40064695195929617,1.2579337953997851,-0.26352140311374056,-0.07728589140274073,-0.5317652039154718,-1.3416814697189405
-0.7532343486561219,0.8408147655930356,-1.3834371611497454,-0.5850429846460344,-0.44291830375311186,1.7412970047212895,0.7607049550960638,0.6395735675572493,1.8931935381951863,0.9432576687221982,-0.517628580230034
-1.5616633787252565,0.05266880609706913,-1.1801225667665884,-0.8528892563370019,-0.8425559646632533,-1.3874462383788675,-1.4559047957393745,-1.3259860744913547,2.681385310034357,-0.4659291734053641,0.8557929022514765
-0.6377444872176741,-0.001686087661273423,-0.6718360808086963,-0.3350668442435679,-0.5090541907654498,0.20936028793142325,-0.34435166755526103,-1.8412814401095112,0.2511273468635819,-0.27089257757012963,1.496722927409514
-1.1574488636906892,-0.32781545021132874,-1.3834371611497454,-1.2943698657800562,-0.7085865120389083,1.120424206200259,-0.16180584450052413,-2.388450745868969,0.9079538233962242,-1.1438921559162405,1.679845791740383
1.0946034343590418,0.7592824249555218,0.5988801340860342,-0.5850429846460344,-0.7308617598150762,-1.1364863380419723,-1.0893719804606232,0.48020386685062477,-0.9311603108951743,-1.2141916792297063,-0.4260671480646003
-0.40676476434077885,1.1125892343847477,-1.281779863958167,0.11982434457825433,-0.355025789530022,-0.40064695195929617,-1.3552812398486171,-0.6991319183785258,1.3020497093158068,0.3539434138436254,1.1304771987477775
-0.4645096950600025,0.27008838113043876,1.4629671602144512,0.7128879369836908,1.3778804860604894,-1.3874462383788675,-1.3552812398486171,-1.0284959665056204,-0.6684297202821173,2.1326908041796777,1.0389157665823439
1.8452875337089527,-1.9041073692032613,1.2088239172355049,1.4567322510998892,0.357806063241585,-1.6842688003912574,-0.6697982988289571,1.542668538228239,-0.2086511867092692,1.8215932713235188,-0.33450571589916656
-0.5799995564984504,-0.5452350252446987,-0.1635495948508042,0.11982434457825433,-0.20200083776906758,1.120424206200259,0.8491237277928321,-0.11477634912084392,1.8931935381951863,-0.4005085149373491,0.5811086057551738
